@timestamp,@requestId,@message,durationMs,billedDurationMs,memorySizeMb,maxMemoryUsedMb
2026-07-01 04:54:40.039,099f7115-cea7-4509-af00-ba5d1df80330,"REPORT RequestId: 099f7115-cea7-4509-af00-ba5d1df80330	Duration: 209.00 ms	Billed Duration: 209 ms	Memory Size: 512 MB	Max Memory Used: 71 MB	
XRAY TraceId: 1-6a449d8f-31fa55075067b4ea3d8bcf19	SegmentId: 74e5598d00847a37	Sampled: true	
",209.00,209,512,71
2026-07-01 04:54:41.025,cc5b9ae8-5427-42ca-ba0f-5578ab6b34c4,"REPORT RequestId: cc5b9ae8-5427-42ca-ba0f-5578ab6b34c4	Duration: 209.34 ms	Billed Duration: 210 ms	Memory Size: 512 MB	Max Memory Used: 71 MB	
XRAY TraceId: 1-6a449d90-7bb2a11615bbae3412e5eb64	SegmentId: b4a9617df7592b61	Sampled: true	
",209.34,210,512,71
2026-07-01 04:54:42.028,562d976b-e43c-4043-ad59-61f045885539,"REPORT RequestId: 562d976b-e43c-4043-ad59-61f045885539	Duration: 207.97 ms	Billed Duration: 208 ms	Memory Size: 512 MB	Max Memory Used: 71 MB	
XRAY TraceId: 1-6a449d91-5fec32b0230dd3a4452348b5	SegmentId: e3d3b81d52f2a643	Sampled: true	
",207.97,208,512,71
2026-07-01 04:54:43.100,ffd62c74-2e42-490b-bb4d-27fa2f0727c0,"REPORT RequestId: ffd62c74-2e42-490b-bb4d-27fa2f0727c0	Duration: 208.23 ms	Billed Duration: 209 ms	Memory Size: 512 MB	Max Memory Used: 71 MB	
XRAY TraceId: 1-6a449d92-057a542050ef45d3668dc580	SegmentId: d3b56bb4084e54ec	Sampled: true	
",208.23,209,512,71
2026-07-01 04:54:44.037,23c1a4ff-c1aa-4503-9aed-99885daf2624,"REPORT RequestId: 23c1a4ff-c1aa-4503-9aed-99885daf2624	Duration: 207.70 ms	Billed Duration: 208 ms	Memory Size: 512 MB	Max Memory Used: 71 MB	
XRAY TraceId: 1-6a449d93-1f33ecfd7a791d140f9bf31b	SegmentId: d126c08540fe2967	Sampled: true	
",207.70,208,512,71
2026-07-01 04:54:45.038,52a252f3-c9f9-4675-afac-9894bc0b1163,"REPORT RequestId: 52a252f3-c9f9-4675-afac-9894bc0b1163	Duration: 208.74 ms	Billed Duration: 209 ms	Memory Size: 512 MB	Max Memory Used: 71 MB	
XRAY TraceId: 1-6a449d94-4f4d06bd3a7a68c979e9980f	SegmentId: 5570fd8ec42a8839	Sampled: true	
",208.74,209,512,71
2026-07-01 04:54:46.030,2238d4f7-03fa-4e5b-9f0f-1e31773fddbf,"REPORT RequestId: 2238d4f7-03fa-4e5b-9f0f-1e31773fddbf	Duration: 209.35 ms	Billed Duration: 210 ms	Memory Size: 512 MB	Max Memory Used: 71 MB	
XRAY TraceId: 1-6a449d95-34250bb200dc95c24f6f702f	SegmentId: 11a2a45b9860981f	Sampled: true	
",209.35,210,512,71
2026-07-01 04:54:47.045,56165a97-ec29-4f5c-988b-421b242ff09b,"REPORT RequestId: 56165a97-ec29-4f5c-988b-421b242ff09b	Duration: 207.38 ms	Billed Duration: 208 ms	Memory Size: 512 MB	Max Memory Used: 71 MB	
XRAY TraceId: 1-6a449d96-1cd26b0b13e969b01c5c3e56	SegmentId: 1365007fa484779a	Sampled: true	
",207.38,208,512,71
2026-07-01 04:54:48.052,6a779be4-75a8-4de0-844f-fbeb71211460,"REPORT RequestId: 6a779be4-75a8-4de0-844f-fbeb71211460	Duration: 208.60 ms	Billed Duration: 209 ms	Memory Size: 512 MB	Max Memory Used: 71 MB	
XRAY TraceId: 1-6a449d97-1dfdadc34303d27a2ec4b9b2	SegmentId: 97338fd5ab9278d2	Sampled: true	
",208.60,209,512,71
2026-07-01 04:54:49.018,bce50b7c-07b0-4a93-8fd8-ef65dfa65682,"REPORT RequestId: bce50b7c-07b0-4a93-8fd8-ef65dfa65682	Duration: 208.81 ms	Billed Duration: 209 ms	Memory Size: 512 MB	Max Memory Used: 71 MB	
XRAY TraceId: 1-6a449d98-6897d31c39f2f90361296774	SegmentId: e6fce591937bfe3e	Sampled: true	
",208.81,209,512,71
